上櫃公布注意有價證券資訊 
期間:115/01/01~115/04/09，查詢範圍:全部上櫃有價證券
編號,證券代號,證券名稱,注意交易資訊,公告日期,收盤價,本益比
"828","7744","崴寶","最近六個營業日(含當日)累積之最後成交價漲幅達26.88%且最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣77.5元(第一款)","115/02/10","379.50","23.75"
"829","8074","鉅橡","最近六個營業日(自當日之前一個營業日起)之當日沖銷成交量占總成交量比率達61.69%，當日之前一個營業日當日沖銷成交量占總成交量達64.05%（第十三款)","115/02/10","59.10","54.72"
"830","3163","波若威","最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣107元(第十一款)","115/02/09","537.00","104.47"
"831","3230","錦明","最近六個營業日(含當日)累積之最後成交價漲幅達34.31%(第一款)","115/02/09","36.85","N/A"
"832","3491","昇達科","最近六十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達178.49%(第二款)最近九十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達189.38%(第二款)","115/02/09","1295.00","187.95"
"833","3508","位速","最近六個營業日(含當日)累積之最後成交價漲幅達32.11%(第一款)當日之成交量較最近六十個營業日日平均成交量放大7.58倍(第三款)","115/02/09","32.60","N/A"
"834","3529","力旺","最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣175元(第十一款)","115/02/09","1875.00","75.15"
"835","3680","家登","最近六個營業日(自當日之前一個營業日起)之借券賣出成交量占總成交量比率達9.97%，當日之前一個營業日借券賣出成交量較最近六十個營業日(自當日之前一個營業日起)之日平均借券賣出成交量放大為4倍(第十二款)","115/02/09","407.50","59.14"
"836","4542","科嶠","最近六個營業日(含當日)累積之最後成交價漲幅達34.72%(第一款)最近六十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達167.46%(第二款)當日之成交量較最近六十個營業日日平均成交量放大5.06倍(第三款)當日週轉率達13.02%(第四款)當日本益比為207.86、股價淨值比為7.3且為其所屬產業類別股價淨值比之2.26倍(第六款)","115/02/09","145.50","207.86"
"837","45421","科嶠一","最近六個營業日(含當日)累積之最後成交價漲幅達35.38%(第一款)","115/02/09","169.00","N/A"
"838","4760","勤凱","最近六個營業日(自當日之前一個營業日起)之借券賣出成交量占總成交量比率達9.8%，當日之前一個營業日借券賣出成交量較最近六十個營業日(自當日之前一個營業日起)之日平均借券賣出成交量放大為4倍(第十二款)","115/02/09","170.50","26.77"
"839","4979","華星光","最近六個營業日(自當日之前一個營業日起)之當日沖銷成交量占總成交量比率達67.55%，當日之前一個營業日當日沖銷成交量占總成交量達75.2%（第十三款)","115/02/09","338.50","70.37"
"840","4991","環宇-KY","當日本益比為N/A、股價淨值比為9.85且為其所屬產業類別股價淨值比之2.61倍、當日週轉率達15.61%(第六款)","115/02/09","258.00","N/A"
"841","5309","系統電","最近六個營業日(含當日)之累積週轉率為81.97%，當日週轉率達9.7%(第十款)最近六個營業日(自當日之前一個營業日起)之當日沖銷成交量占總成交量比率達62.59%，當日之前一個營業日當日沖銷成交量占總成交量達69.74%（第十三款)","115/02/09","65.60","312.38"
"842","5340","建榮","當日本益比為91.87、股價淨值比為8.66且為其所屬產業類別股價淨值比之2.68倍、當日週轉率達9.65%(第六款)","115/02/09","98.30","91.87"
"843","5386","青雲","最近六個營業日(含當日)累積之最後成交價漲幅達37.02%(第一款)當日週轉率達30.5%(第四款)","115/02/09","134.50","29.30"
"844","6265","方土昶","最近六個營業日(自當日之前一個營業日起)之當日沖銷成交量占總成交量比率達63.3%，當日之前一個營業日當日沖銷成交量占總成交量達71.18%（第十三款)","115/02/09","39.10","N/A"
"845","6584","南俊國際","最近六個營業日(含當日)累積之最後成交價漲幅達26.04%且最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣86.5元(第一款)最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣86.5元(第十一款)","115/02/09","377.00","98.69"
"846","65841","南俊國際一","最近六個營業日(含當日)累積之最後成交價漲幅達23.34%且最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣47元(第一款)","115/02/09","213.00","N/A"
"847","6643","M31","當日本益比為N/A、股價淨值比為10.71且為其所屬產業類別股價淨值比之2.84倍、當日週轉率達5.17%(第六款)","115/02/09","461.00","N/A"
"848","6683","雍智科技","最近六個營業日(含當日)累積之最後成交價漲幅達23.7%且最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣86元(第一款)","115/02/09","719.00","46.96"
"849","738906","群聯永豐56購01","最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣77元(第十一款)","115/02/09","296.00","N/A"
"850","7734","印能科技","最近六個營業日(含當日)累積之最後成交價漲幅達32.29%(第一款)","115/02/09","1490.00","41.24"
"851","7744","崴寶","最近六個營業日(含當日)累積之最後成交價漲幅達26.02%且最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣96元(第一款)最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣96元(第十一款)","115/02/09","389.00","24.34"
"852","8147","正淩","最近六個營業日(含當日)累積之最後成交價漲幅達28.97%，當日之成交量較最近六十個營業日日平均成交量放大16.39倍(第三款)當日週轉率達8.03%(第四款)","115/02/09","132.00","43.85"
"853","3324","雙鴻","最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣120元(第十一款)","115/02/06","1030.00","44.90"
"854","3508","位速","最近六個營業日(含當日)累積之最後成交價漲幅達41.5%(第一款)當日之成交量較最近六十個營業日日平均成交量放大17.41倍(第三款)當日週轉率達7.84%(第四款)凱基證券公司當日受託賣出該有價證券之成交量占當日該有價證券總成交量之比率為31.27%(第五款)當日本益比為N/A、股價淨值比為6.7且為其所屬產業類別股價淨值比之2.01倍(第六款)","115/02/06","35.00","N/A"
"855","4542","科嶠","最近六個營業日(含當日)累積之最後成交價漲幅達28.09%，當日之成交量較最近六十個營業日日平均成交量放大6.21倍(第三款)當日週轉率達14.63%(第四款)當日本益比為191.43、股價淨值比為6.72且為其所屬產業類別股價淨值比之2.11倍(第六款)","115/02/06","134.00","191.43"
"856","4979","華星光","最近六個營業日(含當日)之累積週轉率為107.15%，當日週轉率達14.55%(第十款)","115/02/06","318.50","66.22"
"857","4991","環宇-KY","當日本益比為N/A、股價淨值比為10.04且為其所屬產業類別股價淨值比之2.74倍、當日週轉率達9.31%、元大證券公司當日買進該有價證券之成交金額達7.95億元，且占當日該有價證券之總成交金額26.8%、港商野村證券公司當日賣出該有價證券之成交金額達3.15億元，且占當日該有價證券之總成交金額10.64%、單一投資人當日買進該有價證券之成交金額達4.84億元，且占當日該有價證券之總成交金額16.31%、單一投資人當日賣出該有價證券之成交金額達5.53億元，且占當日該有價證券之總成交金額18.63%(第六款)","115/02/06","263.00","N/A"
"858","5340","建榮","當日本益比為95.33、股價淨值比為8.99且為其所屬產業類別股價淨值比之2.83倍、當日週轉率達6.04%(第六款)","115/02/06","102.00","95.33"
"859","5386","青雲","最近六個營業日(含當日)累積之最後成交價漲幅達37.23%(第一款)當日週轉率達17.63%(第四款)","115/02/06","122.50","26.69"
"860","5475","德宏","當日本益比為N/A、股價淨值比為20.84且為其所屬產業類別股價淨值比之6.57倍、當日週轉率達6.14%、摩根大通證券公司當日賣出該有價證券之成交金額達1.07億元，且占當日該有價證券之總成交金額10.37%、單一投資人當日賣出該有價證券之成交金額達1.07億元，且占當日該有價證券之總成交金額10.37%(第六款)","115/02/06","136.50","N/A"
"861","6584","南俊國際","當日本益比為89.79、股價淨值比為9.32且為其所屬產業類別股價淨值比之2.94倍、當日週轉率達6.94%(第六款)","115/02/06","343.00","89.79"
"862","6683","雍智科技","最近六個營業日(含當日)累積之最後成交價漲幅達32.07%(第一款)當日週轉率達5.78%(第四款)","115/02/06","708.00","46.24"
"863","7734","印能科技","最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣260元(第十一款)","115/02/06","1355.00","37.50"
"864","8088","品安","最近六個營業日(含當日)之累積週轉率為86.09%，當日週轉率達6.83%(第十款)","115/02/06","51.90","40.55"
"865","8289","泰藝","最近六個營業日(含當日)之日平均成交量較最近六十個營業日日平均成交量放大為5.01倍，當日成交量較最近六十個營業日之日平均成交量放大為5.57倍(第九款)","115/02/06","27.60","N/A"
"866","8299","群聯","最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣485元(第十一款)","115/02/06","1895.00","60.22"
"867","3234","光環","當日本益比為N/A、股價淨值比為9.37且為其所屬產業類別股價淨值比之1.81倍、當日週轉率達10.62%、單一投資人當日買進該有價證券之成交金額達1.13億元，且占當日該有價證券之總成交金額14.51%(第六款)","115/02/05","66.60","N/A"
"868","3508","位速","最近六個營業日(含當日)累積之最後成交價漲幅達41.09%(第一款)當日之成交量較最近六十個營業日日平均成交量放大15.27倍(第三款)凱基證券公司當日受託買進該有價證券之成交量占當日該有價證券總成交量之比率為47.16%，富邦證券公司當日受託賣出該有價證券之成交量占當日該有價證券總成交量之比率為30.1%(第五款)","115/02/05","35.30","N/A"
"869","4991","環宇-KY","最近六個營業日(含當日)累積之最後成交價漲幅達28.48%且最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣62元(第一款)當日週轉率達12.47%(第四款)當日本益比為N/A、股價淨值比為11.15且為其所屬產業類別股價淨值比之2.98倍、單一投資人當日買進該有價證券之成交金額達5.92億元，且占當日該有價證券之總成交金額14.03%(第六款)","115/02/05","292.00","N/A"
"870","5340","建榮","當日本益比為105.61、股價淨值比為9.96且為其所屬產業類別股價淨值比之3.05倍、當日週轉率達17.55%(第六款)","115/02/05","113.00","105.61"
"871","5347","世界","最近六個營業日(含當日)累積之最後成交價跌幅達34.71%(第一款)","115/02/05","113.50","26.46"
"872","6244","茂迪","最近六個營業日(含當日)累積之最後成交價漲幅達27.06%，當日之成交量較最近六十個營業日日平均成交量放大5.48倍(第三款)當日週轉率達19.18%(第四款)","115/02/05","29.60","80.00"
"873","6265","方土昶","最近六個營業日(含當日)之累積週轉率為96.71%，當日週轉率達8.23%(第十款)","115/02/05","41.60","N/A"
"874","6584","南俊國際","當日本益比為91.49、股價淨值比為9.49且為其所屬產業類別股價淨值比之2.91倍、當日週轉率達8.99%、美林證券證券公司當日買進該有價證券之成交金額達3.3億元，且占當日該有價證券之總成交金額15%、單一投資人當日買進該有價證券之成交金額達3.2億元，且占當日該有價證券之總成交金額14.52%、單一投資人當日賣出該有價證券之成交金額達2.25億元，且占當日該有價證券之總成交金額10.23%(第六款)","115/02/05","349.50","91.49"
